Genre,S_Lyric,Genre_Index
Country,"fuck that whore. She sucked my dick and swallowed my nuts, and I still hollered for more. She sucked my asshole, she sucked my toes, she's the suckinest bitch alive. I made her call up two more cunts, and friend that at no jive. She don't give me no shit about being no big time lover. Some movie star with a jag. Cause you ain't shit... If you can't get Linda Lovelace to gag. And don't talk about being no full-time lover, cause mister, that's my bag. I'm the only motherfucker in the damn world that can make Linda Lovelace gag. doot doot doot",0
Hip-Hop,{*gunshots*},1
Hip-Hop,"a young nigger I looked up to that, but now I'm older, wiser, I don't fuck with that I'm trying to live for real and get this paper and chill Sometimes I wish the fame ain't come with the drops I spill, nigger And I blast to kill, I got the forty on me all times that's for real This is really my life, these ain't no actin skills , cause you can act like you're about to bust a move and get kill Whoever look like they're off to something, as they're as I'm from where niggers shoot first they don't ever ask, nigger You better stay up on your current event, fuck the main street, the world doesn't deserve this Have you heard of this nigga",1
R&B,i'm intrigued but i can't get the words to speak something abot the way she looks at me ties my tongue so nervous inside eyes green her body's like fire hot as hell so i try baby and i hope it's not too late cause usually it's so simple for me but not with that girl she's so fine! baby so fine got me stuck lie hiccup tripping over words like a nerd when we get up i try to play it cool but when i do oh get the hiccups i'm confused i don't know what i should do cause every time that i choose to move seems just like i lose her body has got me stumbling like i've been drinking something tipsy so high she's,3
Electronic,"know when either one will run out Don't mess too much with your hair or by the time you're forty It will look eighty-five Be careful whose advice you buy, but be patient with those who supply it Advice is a form of nostalgia, dispensing it is a way of Wishing the past from the disposal, wiping it off Painting over the ugly parts and recycling for more than it's worth But trust me on the sunscreen Brother and sister together will make it through, oh yeah Someday a spirit will take you and guide you there I know you've been hurting, but I've been waiting to be there for you And I'll be there just helping you out, whenever I can Everybody's free, oh yeah, everybody's free,",2
R&B,"we livin' much better now Rolls Royce Ghost, Burberry sweater now Hermes purse, Learjet-setter now Who would've thought we'd be makin' this much cheddar, wow! Let's have a toast to my enemies And to my haters, you bastards, you give me energy The fuel to succeed to be a better me And live the life that I lead, the Black Kennedy Same time next year I'll be hoping that you're still here Doing a little better than you did this year, baby 'Cause you're my good girl And you deserve everything that is good in life Ooh Same time next year I'll be hoping that you're still here Doing a little better than you did this year, baby 'Cause you're my good girl And you deserve everything that",3
R&B,"I had a Grandma, who was insane and oh she had the sweetness of a striped candy cane (hey!) and my old grandma, she owned a gun (uh-huh) and one day she said to me ""sonny, i want to have some fun"" i said ""oh dear grandma whatcha talkin about?"" she looked at me with crazy eyes and then she started to shout you've always been my favorite i'll always love you the most because you brownies and cookies and cakes, make no mistake about that grandma, they're so good but i think its time for you to die, 'cause i wanna see your ghost but i think its time for you to die, 'cause i wanna see your ghost but i think its time for you to",3
R&B,{Monifah} Ooh you so nasty [Chorus] Why you gotta be so nasty girl (Because you make me horny) (Why you gotta be so nasty boy) Because you get up on me Why you gotta be so nasty girl (Because you make me horny) (Why you gotta be so nasty boy) Because your body's banging I like the way you Put it on me girl (You like that?) You make me want to ride (I make you want to ride baby) The way we're touching It feels like we're fucking (Ooh) I want to get up inside yeah And I can tell your hard I know cause I can feel it Up and down my thighs I know what you're thinking [Chorus] I'm not your girl I'm not your,3
Electronic,other ah ha from one lover to another ah ha,2
Electronic,"I keep myself pepped Deeper still, that night I write by candlelight, I find insight Fundamental movement, huh, so when it's black This insomniac, take an original tack Keep the beast in my nature Under ceaseless attack I gets no sleep I can't get no sleep I can't get no sleep I can't get no sleep I need to sleep, I can't get no sleep I need to sleep, I can't get no sleep",2
Electronic,all Which part wi caught dem? Inna di dancehall None a dem can't escape this judgement ball >From mi found dem guilty after all Bulby have the eye weh all a see tru all di wall Wi nuh si nuh eye water but wi si seh nuff a bawl Nuff dumbstruck but still wi hear dem a call Nuff seh dem a Moses but mi si seh dem a Saul Nuff seh dem a David but mi si seh dem a Saul Weh dem aguh do all ina di roll call Judgement gwaan tek dem ina di Judgement ball Never send dem guh mix up with RuPaul Never send dem guh work fi John Pope Paul Never tell dem fi male with Frankie Paul Dis di Prophet dem,2
Hip-Hop,[uncredited spoken word poet forms the song's intro] And his quick observation and active brain made him an ideal agent for gaining information. [Aceyalone] People all over the world They have a right to be free No matter where you are at You are in the place to be I think you should walk to the park And stand up right next to a tree Look down at the roots on the ground And imagine you're standin with me An apple might fall on yo' head And you may get a bright idea That you do not want to be led You'll climb on your own up that hill But when you get up to the top Just don't forget from where you came Cause you know that,1
R&B,"ranks, who can't break free from The bright lights of America, life and death in a sold out 'erica To live and die in the heart of America, where they sell souls The bright lights of America, life and death in a sold out 'erica To live and die in the heart of America, where they sell souls I just want you to know There are white houses full of fucked up kids like you and me (Can't find a place) So many lost in stride, caught in an endless fight To leave this empty ugly place I'm leaving U.S.A. The bright lights of America, life and death in a sold out 'erica To live and die in the heart of America, where they sell souls The bright",3
Electronic,gift What do ya mean I want more Yep What do ya mean I want more Yep,2
R&B,2 more weeks And I'm turning to fade And all things close All I wish Never change these distances And shadows blend one last time (save those kisses) Your picture speaks on this time (eyelash wishes),3
R&B,Ladies and Gentlemen I wanna introduce to you right now Young Donovan... He's eleven (mmmmm) The problem we're facing right now Is we're losing our children (ooooooo) Father's we need you (mmmmmm) Can you feel me? [Chorus:] It takes a whole nation To help me raise this generation When you look out of your window Tell me what do you see If it's a world without a father Then you're looking at me It takes a whole nation To help me raise this generation My respect to the mother's that be holdin' it down But it sure would be nice to have my daddy around [Verse 1:] All I need is one mic (one mic) I know you can see I'm not a rapper But there's some dudes,3
Electronic,As far as I can remember You've always been around Even when I didn't know you You were the one the only one All I ever wanted babe Is die with you one day Two as one Forever Just like yesterday I wanna be your lover Should we make it tighter Be a slave to your rhythm Should we make it out I wanna be your lover Should we make it tighter Be a slave to your rhythm All I want is just one thing It's to never see you sad I'll steal your tears and ride the lightning And the four winds to make them dry First and lost we'll always be babe Whatever we do Together forever Just like lovers do I wanna be your lover,2
Electronic,"When our eyes met I just can't believe You're with someone else With, one kiss, you have me I wanna look into your eyes To feel a little special, place.. If you ever need me I've been waitin' for so long Startin' to kill me What do I have to do? It's like she's cast a spell I wish I knew how to break it So you'd take a little notice of me When our eyes met I just can't believe You're with someone else I'll be here for you If you ever need me I'll be here for you I wanna take you away We could forget about life for a while Drift into a world of ecstasy Where I can hold you You look so happy",2
R&B,"Where would I be without you Where would I go to let it all out Where would I be Without you Where did the song of love go Where did you find someone new What do I do Without you Without you Baby Where would I be without you Where would I go to let it all out If I'm gonna be without you Better go now Without you, yeah Without you",3
Hip-Hop,"Well, I don't care, I'm in the present moment And this a wrap like winnin' presents Open time to kill the game Any last words? You hit the hood You won't get a past You be lucky to even get the password To the wifi, my niggas crash nerds Two rules, rule number two before yo pass herbs Nigga, ask first, and number two before you steal my flow I'd appreciate it if you'd ask first Nigga! All of my soldiers is ready You know that my soldiers is ready Benjies on benjies is heavy, man Benjies on benjies is heavy All of my soldiers is ready You know all my soldiers is ready Benjies on benjies is heavy, man Benjies on benjies is heavy I'll never sell",1
R&B,even if it doesn't matter doesn't matter what's true say that you don't want me say that you don't need me tell me i'm the fool tell me that it's over tell me that you mean it this time was true tell me that i'm unknown to you,3
Hip-Hop,"trigger and that makes em figure That they can fuck with a million dolla nigga They got u mixed up, fixed up in the Segas, shookin Indo Getting fucked up in the gank hole The only way you'll whip that motherfucker is when you whip that Motherfucker And we choke the motherfucker (Me Stuck the motherfucker!) So when you hear my song and wanna get it on You better come prepared motherfucker. You dyin wit cha boots on. Chorus: Put your foot in my shit and let me try on your hood Dyin wit cha boots on Put your foot in my shit and let me try on your hood Yeah Interlude(prison guard talkin' to inmate): Guard: Do you know how many years you're facin inside? 25 to",1
Country,"Oooh I sometimes lose my faith in luck I don't know what I want to be when I grow up I just count the rain Wearing the floor through the boards again I wish I could find a soul to steal I could be the engine, you could be the wheel And when we're driving home, I never have to worry about being alone Oooh, I'll follow my tracks See all the times I should have turned back Oooh, I wept alone I know what it means to be on my own Oooh, the things I've known Looks like I'm taking the hard way home Oooh, the seeds I've sown Taking the hard way home Taking the hard way home I never did learn how to follow the",0
Electronic,"through the window pane, The bus is comin', gonna take us to the train Looks like we'll be blessed with a little more rain, 4 feet high and risin' How high's the water, mama? Five feet high and risin' How high's the water, papa? He said: Five feet high and risin' Well, the rails are washed out north of town We gotta head for higher ground We can't come back till the water comes down, Five feet high and risin' Well, it's five feet high and risin'",2
R&B,"I tell you what I'm gonna do I'm gonna work to a job seven days a week And bring my money home to you Well I say mercy, mercy, mercy, mercy...",3
R&B,"tried to let you know When I tell you how it is, you don't like it You don't like it, you don't like it I tell you how it is, you don't like it You don't like it, you don't like it I tell you how it is, you don't like it, no, no, no So where's your superego? So where's your superego? You've lost a part of your mind A part that's hard to define I'm tryna help you with your superego You've lost a part of your mind A part that's hard to define I'm tryna help you with your superego This ain't the me show, keep it on the low Where's your superego? You let your head grow, I tried to let you know When",3
Hip-Hop,"pre rolled all yesterday You need your passport for our second date You know I'm fly nigga rocking reptiles I'm whooping on this beat like a step child Big ring on and a charm to match Ya my role model was Project Pat Life is too short, nigga born to mac I hope up out that coupe nigga rat, rat Hating on the style I hope you die today I hope they ass don't find your ass for thirty days Mind on my money, money on the state Can't judge a book by its cover turn the page I like her on the pole that's her business nigga As soon as she get off I'mma kick it with her Laying by my chopper, chopper laying by my safe",1
Electronic,"You can make the sea turn purple You can make the sea turn infertile But you know you can never make me love you more You can turn wine into water Turn sadness into laughter But you know you can never make me love you more [Chorus] Let the stars fall down, let the leaves turn brown So you know you can never make me love you more Let the redwoods die, let the wells run dry So you know you can never make me love you more You can make the sea turn purple You can make the sea turn infertile But you know you can never make me love you more You can turn wine into water Turn sadness into laughter But you know you can",2
Hip-Hop,"[Chorus: R. Kelly] Baby don't you want to leave this V.I.P And finish off this party in my hotel suite Girl just follow me because I got room keys Sex, red bull, velvi we be like the [Verse 1: Chingy] I pulled on tha lot and then I fell up in the spot St. Louis hat cocked tryin' to Find somethin' hot drink in my hand hundreds in my pocket I don't care if he ya man understand I'm yo profit Its 3:39 we should leave by 3 We can stroll around or go get something to Eat Outside I gotta fly drop You hungry round ya girls up and we all can go to IHOP You probably think I'm tryin' to cut maybe ya right You don't",1
Hip-Hop,"tender age of thirteen, it was dirt green but still in the morning first thing we would, spark it up. Get high , everybody, spark it up. Especially on Fridays I'd be higher than the muthafucka walking through the halls. See niggas on speed, niggas bouncing off the walls. I pause for a minute nah nigga keep dipping, keep flipping got some more (cough) cough and sipping to do. Holla at you muthafuckas in a few. To catch him it might just take awhile, it's hard to hate his style, as he glides through the crowd making the ladies smile.",1
Hip-Hop,"twerkin' with, don't stop, pop that, don't stop Pop that, pop that, pop that, whatcha twerkin' with Bitch, stop talkin' that shit And suck a nigga dick for some Trukfit Okay, I fuck a bitch and I'm gone That's gangsta, Al Capone I make that pussy spit like Bone I'm talkin' 'bout bone, bone, bone, bone I'm fuckin with French, excuse my French I lose my mind before I lose my bitch Money ain't a thing but a chicken wing Bitch, I ball like two eyelids YMCM, beat that pussy up, stop playin' I make her ass scream and holla like rock bands I'm a beast, I'm off the leash, I am rich like a bitch On my Proactive shit, pop that pussy like a zit I go",1
Electronic,"You'll be on my side Something's burning my way I would kill for you No way to trap your game I was so faithful, I wanna tear your lies My fever's rising, torn inside This is the noise, I break the future Emotional, I nearly died I'll strip away, I'm tired of violence This is the noise, I break the future I can predict what drives you on Floating out to wonderland, Be back to frame you What you get erasure Troubles on the line We run on and on Fingers and triggers Catch you on your knees Still I remain calm My precious you ran into luck.",2
Country,"up with just one touch You treat me like a lady So this is love, so this is love Oh baby now, oh yeah (So this is love) Oh yeah The way you hold me, I know the feelin' is real I can't explain it, but I like what I feel So this is love, so this is love Oh baby now Oh yeah, oh yeah (So this is love) Oh yeah, oh yeah (So this is love) Oh yeah, oh yeah (So this is love)",0
Hip-Hop,"Lady Gaga She got a real nasty mouth, I won't apologize She like hoes and I like hoes, I hit the bull's eye I got hrt rockin' presidential, that ain't no lie Balmains on my jock, you heard me, yeah-yeah I spent 60 on a watch, it call me dada I might fuck her on the couch and tell her bye-bye I might smash her on the couch and tell her bye-bye Balmains on my jock, you heard me, yeah-yeah I spent 80 on a watch, it call me dada I might smash her on the couch and tell her bye-bye I might smash her on the couch and tell her bye-bye",1
Country,"Hey Mr. Soldier, I have a prayer for you Youre the one I sent it to, late last night I saw your picture, in my dreams You were broke down, but full of life I dont know who you are, I dont even know your name But just the same, Mr. Soldier, I have a prayer for you Mr. Soldier, I have a prayer for you I sent it to God, late last night He put it in your pocket, and in your heart And may it get you, to mornings light You may not know how much we care Cause were not there to ease your pain But just the same, Mr. Soldier, I have a prayer for you I pray for your strength, I pray for",0
Hip-Hop,"Hey, wooo, ooooh, hey yeah, oooh now If I had one wish That wish would be clear That I would not have to go That I could stay here And although it hurts me To leave you all alone Just know I'll come back to you For now I am gone Gone, for now I am gone [x's 2] (For now I am gone, for now I am gone, for now I am gone, for now I am..gone [x's 2]) [Krayzie Bone] When I'm dead and gone don't even worry Don't mourn me too long death-a get ya discouraged Keepin' your vision blurry, prison and mentally hurtin' I know it for certain if I'm really restin' in heaven No need for you to fear don't cry 'Cause death",1
R&B,and clear let you know that i am here i am just a work in progress ride or die forever you know you're my heart hearing what you saying i just don't know where to start inside it's like a battle baby pulling me apart you're the only light that illuminate the dark i got issues yeah baby i know it but i'm trying to get focused you'll see i got issues sometimes i feel hopeless but i swear i'll be the man you need girl i hear your message let you know i got this i am just a work in progress girl i hear you loud and clear let you know that i am here i am just a work in progress girl i hear your,3
Hip-Hop,"village homies hate I prosper But I don't owe you niggas shit, I'm supposed to thank my mama Only chase for commas, got 'em in now raise the Llama Hotter than a blazin' comet, fuckin' south central moth Niggas sellin' crack, Dre sellin' headphones 2Pac in heaven, bumpin' Biggie ""Dead Wrong"" Cherry red Impala, Bobble head red bone I just killed a nigga on my cellphone Puff sellin' vodka, weed got my head gone G-Man in heaven, name on that headstone LJ in prison, and my nigga Legs gone I just killed a nigga on my cellphone Stop that",1
Country,Out of this town 'til it fades And they'll say we're wrong But with you I'm alright either way We'll run away I can't take this town one more day And they'll say we're wrong But with you I'm alright either way Every girl wants the fairytale I guess I do too,0
Hip-Hop,"no grudge, you can't haunt me Callin up my player-ass partner while I'm sippin on wine Only to soothe my little spirits, I think God can hear me cryin When I wake up to the birds and then the herbs of the violins But I think he rather have me disturbed, man I can't even sleep in silence [Chorus] Much pressure in the stress game, less fame It's a blessin, bosom buddy I'm arresting [repeat above 4X] Much.. [Bizzy Bone] Ain't no illusion less than God, for the realest of the writin Love thy neighbor, it's way beyond the fightin and the lightnin Benjamin Franklin, with a 50 dollar bill I'ma fly the kite And Robyn Givens, she's still tryin to play me like I'm Tyson Oh poor",1
R&B,i've been tryna fight this feeling baby and lose it cause my body ready for you ain't going away bring your body next to mine give me what i'm missing let me swim into your ocean baby i'm ready baby won't you give it to me give it to me? would you please? we can do this baby all night you're my vision baby showtime keep on going babe it's alright tell me that it's all mine we can do this baby all night you're my vision baby showtime keep on going babe it's alright tell me that it's all mine tell me that it's all mine tell me that it's all mine tell me that it's all mine tell me that it's all mine i've got everything,3
Hip-Hop,"Caught up in the dragnet, tri-felon Shoula packed a plastic handheld lead shark repellant I sense the tension building, since canvas killing K-9's roam trained our district Culture murder politic sadistic Policy ? ? backtrack, caught up in a tune from rockin fat cap I told him it was art but just got laughed at Burner liquid concoction on hot celsius And kelpachlorics for the fatal facial, spray deface you Sooner than never, most lawless progress together Fuck the bullshit, I react to acid flux product definitive junk Brain rape train bottle burners or books, fuck that! [lyrics born] Imagine this, angeles, or san francisco And everybody sandwiched in, can't stop here and ambulences Don't nobody ass-kiss, ain't practical bein passive In the city you ask so much",1
Hip-Hop,"they gave me It's what ya all been waitin' for, It's what ya all been waitin' for, It's what ya all been waitin' for, ain't it? What people payin' paper for? It's what ya all been waitin' for, It's what ya all been waitin' for, It's what ya all been waitin' for, ain't it? What people payin' paper for? Alfred Hitchcock, two fifth, fist spot Caught a nigga slippin' for his chain and his wrist watch, Murder was the case that they gave me, I can't believe my boo 'bout to have my baby, Fuck, you out of luck, Mercedes truck, Pull up, distance, shoot better than Miller Ducking from the narcs, Ellesmere get torn apart Out of control, now a nigga go control him up, Shoot outs",1
R&B,"track Drunk off yak Still no excuse, for Mr. Magoo Some niggas want to trip off Tim-buck 2 Pass me a blunt, I like to get blunted Never saw me comin' in a black 600 Bump it like a bitch Got a twitch in da switch We oughtta know who major rich Sound like my son Better ride in this shit Learn to love these west coast hits Stop makin' tracks wit all the same kids Better close the deal Let's keep it on the real Never understood how you managed a deal Smashed up the town Got money by the pound [TQ] Haven't you heard about it? Repeat 1 to fade",3
Electronic,"The red light of the sun Slowly descending The sky is all I see It's never ending We could fly You and I On a cloud Kissing, kissing The wind plays with the leaves The weather turns colder But as long as we believe Love doesn't get older We could fly You and I On a cloud Kissing, kissing On a journey of the heart There's so much to see And when the sky is dark You'll be right here Right here with me Right here with me Kissing On a journey of the heart Kissing",2
R&B,do Improve the lovin' is what I'm seeing Let's do it baby Don't fight the feeling Won't you love me Can't we stay together,3
Hip-Hop,"I'm not that nigga and this is a warnin' I'm not that nigga you thought that you was after I'm not that nigga with balls but actin' fagot So I think you should pause, you better back up And I think I better tell you that I ain't the one you lookin fo' I'm not that nigga you thought that you was after I'm not that nigga with balls but actin' fagot So I think you should pause, you better back up And I think I better tell you that I ain't the one you lookin fo' I'm not that nigga Run in the club who split in in the club when it all goes down I'm not that nigga Split up yo' vision, somebody in here ain't",1
Hip-Hop,"make it so here's the keys to survival Get you a work ethic, go about it maniacal Carry your family, all the great ones on that Mariah flow Come to the neighborhood, show a kid to throw a spiral All about your time, that's the best thing to give A message from the distance hardly ever stay in ear Gotta keep a presence even with your relatives Cause we all carry gifts like (?) I come through with no security I grew up in the slums ain't no fear in me Now the lames come and go and no forgetting me They in love with the life and I don't know Billie Jean Look at my demeanor, see loyalty in my background Love me cause I'm solid, not",1
R&B,"(Let's go somewhere far) (Baby can we) Well, I don't care (Hey baby let's get away) (Let's go somewhere far) (Baby can we) Well, I don't care I wanna be what he wants when he wants it And whenever he needs it And when he's lonesome and feelin' loved starved I'll be there to feed it Lovin' him a little bit more each day It turns me right on when I hear him say (Hey, baby, let's get away) (Let's go somewhere far) (Baby can we) Well, I don't care (Hey baby let's get away) (Let's go somewhere far) (Baby can we) Well, I don't care (Daydreamin' and I'm thinkin' of you) (Daydreamin' and I'm thinkin' of you) (Daydreamin' and I'm thinkin' of you) (Daydreamin' and I'm thinkin'",3
Hip-Hop,"Rasta man Cross me and my brother, it will cost ya, man. And this little pip squeak is gettin' on my nerves. So my tentacles should give him just what he deserves. So you better swim fast ?'cause I'm after ya And go and hide inside the mouth of a clam or somethin'. 'cause I'm out and about, I'm bad news. A henchman - a jellyfish with an attitude, So listen Swim for your life 'cause I'm on your tail So frightenin' I scare a snail outta it's shell. [Chorus] I love this liquid. I'm silly when I'm in it and I bet (This water we're standing in is wet, duh?) What do you expect from me? I'm a platinum Jack Dempsey, trying to get a fee. And",1
Hip-Hop,"Right back at you, record three Makes you wish that you were me 'Cause we got no job for life Build 'em up like Frank Lloyd Wright No two days turn out the same Only sleeping on the plane Not exactly Monkey days C'mon, rock it up, from the back to the front, go! So get your, so get your ears on So get your, so get your ears on 'Cause I'm Hi-Fi, Hi-Fi I'm serious, so come on So get your, so get your ears on So get your, so get your ears on 'Cause I'm Hi-Fi, Hi-Fi I'm serious, bring it on! Banshee wailing from my throat Only dogs can hear the notes Be myself to pay the bills From L.A. to Skillmans Hill We've done",1
Hip-Hop,Whatcha gonna do with all that junk All that junk inside your trunk I'ma get get get get you drunk Get you love drunk off my hump My hump my hump my hump my hump my hump My hump my hump my hump my lovely little lumps Check it out I drive these brothers crazy I do it on the daily They treat me really nicely They buy me all these ice Dolce and Gabbana Fendi and Madonna Caring they be sharin' All their money got me wearing fly Whether I ain't askin' They say they love mah ass in Seven jeans True religion I say no But they keep givin' So I keep on takin' And no I ain't takin' We can keep on datin' Now keep,1
Electronic,"see the whole world tumble down Well you say you're feeling crazy And I'm feeling crazy too But I couldn't carry on like this without it hurting you 'Cause you know that I am married And I know that you are too so I just can't be seen With you Oh I I just can't be see with you Oh I, I just can't be seen with you I just can't be seen with I just can't be seen with I just can't be seen with you Oh I, Oh I I just can't be seen with you Oh I, I just can't be seen with you Oh I, Oh I I just can't be seen with you Oh I, I just can't be seen with you",2
Country,"Everybody knows that the best kind of parties Wind up round a kitchen with an old wood stove someone starts humming and we all start singing to the squeezebox fiddle and the old banjo. The potluck cover charge is a poor boy or a keg full of hurricane while we laissez les bon temps roulez [Chorus] We're gunna wear out the floor in the kitchen and the hallway to the rhythm of the washing machine Two spoons, six strings and a Cajun song is all we need for a good ole' Creole soiree in the kitchen Grandma's got gumbo boiling on the burning while the horse hair's flying from her fiddlin' bow All the little kiddies are sucking on Huck a Bucks just one more then it's fais",0
R&B,a birth suit The doctor slapped her behind He said you're gonna be special You're gonna be fine Now you can look as much But if you much as touch You're gonna have yourself a case I'm gonna break your face So don't mess with my toot toot Don't mess with my toot toot Now you can have the other women But don't mess with my toot toot Now you can have the other women But don't mess with my toot toot!,3
Hip-Hop,"thought ahead Laid up in that all day, can't get out that waterbed Talk nasty for ya boy, silent treatment for the feds No cup for the thirsty, she bad as controversy Skin-tone like Hershey, body Lord have mercy Yeah if this thing were a car, it'd be a Lamborghini Mercy Maybe I'm too fast, girl say she And baby we don't need a bed, no Don't need a master room, don't need to set the mood She like, ""Yeah, yeah"" One touch one touch, she gon' give me all the love She's ready, so ready She ready, so I'm ready I feel it comin' on strong, you're so heavy She ready, I'm ready Talkin' 'bout you born ready, talkin' 'bout it's on deck Talk a good one",1
Hip-Hop,back to visit And swoop the young so that they can come through and kick it And peep the game just as I did as a kid And watch the savage get his cabbage and place his bid And even though we fight we still remain game tight Handle business and always open for forgiveness It ain't nothin' like a homey you ain't seen in awhile So when you meet him greet him with that ghetto smile,1
R&B,my ears i'll give you my hands i'll give you my lips i'll give you my tongue i'll give you my thighs damn near anything you want promise to you baby i'll love you tooth for tooth and eye for eye,3
Hip-Hop,"in We can't get out and we can't get in We can't get out and we can't get in We can't get out Nothin can stop the nation, elevation, daily operation Since man creation, we increase the population Proper education, got us tappin in information Preventin from gettin locked under top-secret investigation Guiliani's part of Illuminati A million minds in one body designed to decline society They want at least 1.2 billion deceased While the rest is left with the mark of the beast on their domepiece Prepare, the signs of the times now are near That outbreak scare, findin Zaire, soon be here So tune your ears, and be saved from a slave 'Cause in a matter of days I'mma E-Q your brainwaves AZ the Visualiza is",1
R&B,city with a bag full of cash lost leave it all behind us go somewhere where somebody else can find us lost feet up on the dash puff'n through the city with a bag full of cash lost caught up in the stress leave it all behind us nowhere they can find us throw away the gps cause i don't wanna know baby let's just hit the road and go cause i just wanna chill with you something i could feel with you baby we can go somewhere middle finger in the air i'm done all i need is you we can hop up in the coupe put the world in our rear view world in our rear view world in our rear view see all i need,3
R&B,"[Chorus] Y'all came here to give it up So come on and show me what you got It's about to be on, baby, non-stop Tonight you're gonna get your time to shine Nobody but stars in here tonight Dancing underneath the party light When I see you working that body right Tonight you're gonna get your time to shine I've been waiting, now I'm ready for the main event All the ladies and the players in here just to kill Choose a winner who has flavor looking on for style Only the best can pass this test, let me check you out In the midst of a fierce competition Get a view from a better position A little closer, now you got my attention Maybe your my, my,",3
Hip-Hop,"up Middle fingers up! [Verse 2: Kanye West] Mmm ain't this some shit? Pulled up in the A-V-entador And the doors, raise up, like praise the Lord Did the fashion show, and a tour, and a movie, and a score This a ghetto opera, Francis Ford Car Coppola I need a new crib to hold my plaques, Rick Ross had told me that Said I'd be all up in Goldman Sachs Like, ""These niggas tryna hold me back These niggas tryna hold me back"", I'm just trying to protect my stacks Mitt Romney don't pay no tax, Mitt Romney don't pay no tax Chi-Town 'til I'm on my back, Chi-Town 'til I'm on my back Only nigga in Beverly Hills, where the hell is Axle Foley at? ""Ease",1
R&B,so i've learned a lot of things in the past year or two like there's different types of love that i should know about so my question is this what kind of love is it that can leave me all alone in some bar with just a six point sweetly laughing at my foolish heart only love can break your heart like poisonous darts wu you apart and if it's all the same to you this kind of love it taught me an ugly truth i was guilty of so my question still remains what kind of love again can leave him all alone in his car with just the radio blastin' singing to his foolish heart only love can break your heart like poisonous darts wu you,3
Country,the rain And I've loved her since...,0
Country,I sing the blues most every night And i wait for the one i lost He snuck into my secret files And he read my mind He belongs to someone I know how she spells her name I'll consider another day Without the one i love Without the one i love Alone... He no longer loves me I'm supposed to forget about him I was just a harbor A temporary love A temporary love On loan... I think i know what's on his mind And i'll try to be satisfied He sneaks around my secret life And he wrote me down Someone else will help him I'll pretend to forget the past I'll look for a love that lasts A love that never dies A love that never,0
Country,"sports fans, agents, fads Maybe it's the homeless, aliens, immigrants Maybe it's life, don't tell me that it's imminent Come on people now Smile on your brother Everybody get together Try to love one another right now Come on people now Smile on your brother Everybody get together Try to love one another right now You gotta love one another Maybe it's the fallout, maybe it's the ozone Maybe it's the chemicals, the radiation, cell phones Maybe it's the magazines, maybe it the next page Lotteries, fast food, bad news, road rage Maybe it the unions, big business Maybe it's the KKK and the skinheads Maybe it's the daughters, maybe it's the sons Maybe it's the brothers of the mothers or the guns Come on people now Smile",0
Hip-Hop,"a bitch gotta lie, why a bitch gotta lie, why a bitch gotta lie, why a bitch gotta lie?) Try and tame if you're so sure Ain't dead or alive, ain't wore this floor My floor tremble your voice Silencer I make your choice I make no excuses, just fucking noise Try and tame me, maybe not up to you because Can't tame me, I'm proof of Fuck you gonna do, scream?",1
R&B,"Oh yeah, crazy how right out of the blue I bumped into you today And I forgot the reasons why Why I went away? Funny how fate opens the door And destiny walks in The only thing that I know for sure Exactly how long it's been 'cause baby it's been so long Since I had you here with me Baby it's been so long Baby come to me Do you ever think of us? And the way it used to be Late at night, I long for your touch All the things you do to me They say, it's just like riding a bike Some thing you never forget You know all the things I like Let's see how much harder it gets So, baby it's been",3
Hip-Hop,And I'm a Nike Head My car entice the Feds My bitches Porno-Bred you countin corny bread I slice a G-loaf can cop a speedboat Can't sing but they know Spitta holding C-notes Critics say that he flow only bout weed They don't know about me They just judging from my Tweet Quotes Since they don't understand him they figure that it ain't dope Fuck 'em tho I'm with my niggas and my bitches Everywhere we going my older he homie flicking pictures He tripping cuz he just came home locked up all that time Ain't know that I became a Don The same way Ace Boogie put Money Mitch back on Welcomed him with open arms JetLife niggas wishin they was in the fold They ain't they,1
Country,"She left without leavin' a number Said she needed to clear her mind He figured she'd gone back to Austin 'Cause she talked about it all the time It was almost a year before she called him up Three rings and an answering machine is what she got If your callin' 'bout the car I sold it If this is Tuesday night I'm bowlin' If you've got somethin' to sell your wastin' your time, I'm not buyin' If it's anybody else wait for the tone you know what to do And P.S. if this is Austin I still love you The telephone fell to the counter She heard but she couldn't believe What kind of man would hang on that long What kind of love that must be",0
R&B,the way Find love in a special way Hustle called day to day You don't have to lose the game (have heart like a tangerine) You don't have to lose the game (have heart like a tangerine) Find love in a special way Hustle called day to day You don't have to lose the game (have heart like a tangerine) You don't have to lose the game (have heart like a tangerine) Find love in a special way Hustle called day to day You don't have to lose the game (have heart like a tangerine) You don't have to lose the game (have heart like a tangerine) Find love in a special way Hustle called day to day You don't have to lose the game (have heart like,3
Hip-Hop,"your freaky ass Girl, go and bust it open with your freaky ass Girl, go and bust it open with your freaky ass Girl, go and bust it open with your freaky ass I'm getting money with my dogs Project Pat on them hoes I'ma hit it like a dog Then I'ma pass it to my dogs Shawty know my wrist bright Don't you know they hit like Bitch be on my dick like Shawty want me to hit, aight Aight, aight, aight, aight, 'ey shawty want me to hit, aight Ey, givin' her all this dick, like Shawty want me to hit, aight",1
